protein_id,Checked,Master,Description,Coverage,Peptides,PSMs,AAs,Modifications,Abundance_Ratio_Pani_Winter_Summer,Abundance_Ratio_Sorg_Winter_Summer,pval_Pani_Winter_Summer,pval_Sorg_Winter_Summer,adj_pval_Pani_Winter_Summer,adj_pval_Sorg_Winter_Summer,Abundance_Grouped_Pani_Summer,Abundance_Grouped_Pani_Winter,Abundance_Grouped_Sorg_Summer,Abundance_Grouped_Sorg_Winter,Abundance_Grouped_CV_Pani_Summer,Abundance_Grouped_CV_Pani_Winter,Abundance_Grouped_CV_Sorg_Summer,Abundance_Grouped_CV_Sorg_Winter,Protein_FDR_Confidence_Combined,Exp_q_value_Combined,Sum_PEP_Score,Unique_Peptides,MW_kDa,calc_pI,Score_Sequest_HT_Sequest_HT,Peptides_by_Search_Engine_Sequest_HT,Razor_Peptides,Abundance_PV-RB-1_Summer,Abundance_PV-RB-2_Summer,Abundance_PV-RB-3_Summer,Abundance_PV-RB-1_Winter,Abundance_PV-RB-2_Winter,Abundance_PV-RB-3_Winter,Abundance_Sn-1_Summer,Abundance_Sn-2_Summer,Abundance_Sn-1_Winter,Abundance_Sn-2_Winter,Abundances_Normalized_PV-RB-1_Summer,Abundances_Normalized_PV-RB-2_Summer,Abundances_Normalized_PV-RB-3_Summer,Abundances_Normalized_PV-RB-1_Winter,Abundances_Normalized_PV-RB-2_Winter,Abundances_Normalized_PV-RB-3_Winter,Abundances_Normalized_Sn-1_Summer,Abundances_Normalized_Sn-2_Summer,Abundances_Normalized_Sn-1_Winter,Abundances_Normalized_Sn-2_Winter,Found_in_Sample_S49_PV-RB-1_Summer,Found_in_Sample_S52_PV-RB-2_Summer,Found_in_Sample_S55_PV-RB-3_Summer,Found_in_Sample_S48_PV-RB-1_Winter,Found_in_Sample_S51_PV-RB-2_Winter,Found_in_Sample_S54_PV-RB-3_Winter,Found_in_Sample_S58_Sn-1_Summer,Found_in_Sample_S61_Sn-2_Summer,Found_in_Sample_S57_Sn-1_Winter,Found_in_Sample_S60_Sn-2_Winter,Protein_Groups
Sn00001aa008557_T001,TRUE,Master Protein,Sn00001aa008557_T001,11,3,6,416,NA,1.184,1.053,0.776489737572355,NA,1,NA,137.5,162.9,73.3,77.2,5.82,21.57,NA,NA,High,0,14.011,3,46.9,5.9,20.85,3,0,44,28.9,51.4,43.6,60.1,7,42,0,17,0,94.2,84.1,87.2,130.9,103.2,85.3,46.5,0,48.9,0,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa049090_T001,TRUE,Master Protein,Sn00001aa049090_T001,13,2,2,160,NA,1.198,0.821,0.687449432352948,0.864624683662888,1,1,131.7,157.8,92.6,76,4.71,12.42,19.28,38.9,High,0,5.121,2,17.3,7.78,4.67,2,0,35.5,28,44,36.6,53,7.2,42.1,4.8,20.2,3,76,81.5,74.6,109.9,91,87.8,46.6,61.3,58.2,33.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa072008_T001,TRUE,Master Protein,Sn00001aa072008_T001,15,6,7,515,NA,1.052,0.567,0.647956529110676,NA,1,NA,92.5,97.3,187.7,106.4,28.51,54.64,5.65,NA,High,0,17.204,1,57,9.28,22.26,6,0,10.4,8.5,8.1,7.8,12.6,4.4,42.5,3.4,8.9,0,22.3,24.7,13.7,23.4,21.6,53.6,47,43.4,25.6,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa087935_T001,TRUE,Master Protein,Sn00001aa087935_T001,11,2,2,319,NA,1.081,0.345,0.999986568126377,0.493954200370375,1,1,68.2,73.7,291.1,100.5,3.41,8.86,52.11,30.18,High,0,9.213,2,34.8,7.21,8.66,2,0,7.6,5.8,9.3,5.5,10.9,0,42.6,8,6.7,2.7,16.3,16.9,15.8,16.5,18.7,0,47.1,102.2,19.3,29.8,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa024529_T001,TRUE,Master Protein,Sn00001aa024529_T001,36,11,27,391,NA,1.372,1.005,0.334365908093572,0.999999999622174,1,1,83,113.9,125.4,126,33.65,9.58,14.78,20.85,High,0,71.305,1,43.6,5.64,98.6,11,0,13.4,5,16.6,10.9,22.5,3.2,42.7,3,12.8,4.5,28.7,14.6,28.2,32.7,38.6,39,47.3,38.3,36.9,49.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa089483_T001,TRUE,Master Protein,Sn00001aa089483_T001,43,16,44,548,NA,0.856,0.625,0.966704940325817,NA,1,NA,85.4,73.1,158.7,99.2,16.67,43.14,NA,40.49,High,0,104.278,1,58.9,5.49,167.63,16,0,11.9,11.1,14,5.3,17.4,0,42.8,0,13.8,2,25.5,32.3,23.7,15.9,29.9,0,47.4,0,39.7,22,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa003119_T001,TRUE,Master Protein,Sn00001aa003119_T001,18,4,6,196,NA,1.693,1.216,0.321197271642745,0.97843326322582,1,1,126,213.3,46,55.9,16.7,29.28,42.79,15.55,High,0,11.52,4,20.9,6.2,19.07,4,0,38.2,39.2,56.4,71.5,94.3,9.7,43.1,2,13.2,4.3,81.8,114.1,95.7,214.7,162,118.2,47.7,25.5,38,47.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa087411_T002,TRUE,Master Protein,Sn00001aa087411_T002,9,2,2,395,NA,0.694,0.643,0.117846786001918,NA,0.753149423159837,NA,167,115.9,107.9,69.4,10.64,10.38,NA,26.68,High,0,6.511,2,44.4,5.76,7.63,2,0,37.9,22.5,43.5,15,32.3,4.2,43.1,0,12.9,2.3,81.1,65.5,73.8,45,55.5,51.2,47.7,0,37.1,25.4,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa095422_T001,TRUE,Master Protein,Sn00001aa095422_T001,18,9,13,747,NA,1.033,0.857,0.999836865201459,NA,1,NA,156.6,161.8,62.5,53.6,5.52,21.95,18.76,NA,High,0,38.046,3,84.3,5.01,45.55,9,0,68.4,47.1,77.4,53.4,82.5,8.4,43.3,4.9,16.3,0,146.4,137.1,131.3,160.3,141.7,102.4,47.9,62.6,46.9,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa046043_T001,TRUE,Master Protein,Sn00001aa046043_T001,5,2,2,455,NA,0.858,0.715,0.343204222787576,NA,1,NA,117.9,101.2,131.3,93.9,16.04,9.78,NA,NA,High,0,3.938,2,48.2,6.77,4.3,2,0,20.1,19.2,25.1,12.3,24.1,2.8,43.3,0,11.9,0,43,55.9,42.6,36.9,41.4,34.1,47.9,0,34.3,0,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa030117_T001,TRUE,Master Protein,Sn00001aa030117_T001,20,4,5,336,NA,0.927,1.313,0.888074317122441,0.482123777309555,1,1,123.6,114.6,99.1,130.2,6.31,16.33,13.87,30.54,High,0,13.319,4,36.9,7.75,19.93,4,0,27.8,22.8,39.3,20.5,36.8,3.8,43.6,4.6,19.5,7.9,59.5,66.4,66.7,61.6,63.2,46.3,48.2,58.7,56.1,87.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa057225_T001,TRUE,Master Protein,Sn00001aa057225_T001,4,2,4,601,NA,0.979,0.722,0.999698023902213,0.328865083237976,1,0.866918524507685,168.5,165,74,53.4,8.04,6.36,21.04,17.6,High,0,7.873,1,62.7,6.74,10.94,2,1,47.3,32.5,50.8,28.1,55.6,7.6,43.6,2.8,11.8,2.4,101.3,94.6,86.2,84.4,95.5,92.6,48.2,35.8,34,26.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa023807_T001,TRUE,Master Protein,Sn00001aa023807_T001,7,2,2,383,NA,1.081,1.403,0.993768293277604,0.410574081498144,1,0.948628334124555,92.2,99.7,110.1,154.4,10.17,11.34,7.46,0.62,High,0,4.549,1,41.1,6.98,5.39,2,0,17.9,11,22.7,11.3,24.3,3.4,43.6,3.4,22.4,5.8,38.3,32,38.5,33.9,41.7,41.4,48.2,43.4,64.5,63.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa031495_T003,TRUE,Master Protein,Sn00001aa031495_T003,20,11,18,716,NA,0.807,1.601,0.978924915592117,0.274003921012104,1,0.773382831231389,5.7,4.6,4.9,7.9,9.32,25.13,28.95,7.84,High,0,38.942,3,77.8,6.7,51.2,11,0,21.2,14.9,30.5,12.2,21,4.5,43.7,2.5,23.1,5.4,45.4,43.4,51.7,36.6,36.1,54.8,48.4,31.9,66.5,59.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa085740_T002,TRUE,Master Protein,Sn00001aa085740_T002,8,2,4,527,NA,0.515,1.622,0.150671845193875,NA,0.841168453036175,NA,165.7,85.3,86.5,140.2,16.48,29.89,NA,27.11,High,0,15,2,58,7.05,17.56,2,0,52.1,27.6,55,16,27.9,6.4,44,0,33.3,5.9,111.5,80.4,93.3,48,47.9,78,48.7,0,95.9,65,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa022899_T001,TRUE,Master Protein,Sn00001aa022899_T001,33,3,3,126,NA,1.016,0.798,0.94497679182513,0.966577234990458,1,1,84.5,85.8,159.3,127.2,41.83,12.95,25.46,25.8,High,0,7.504,3,14.7,4.56,7.44,3,0,19,5.6,18.3,10.5,18.2,3.2,44.1,5.5,13.5,5.1,40.7,16.3,31,31.5,31.3,39,48.8,70.2,38.9,56.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa020364_T001,TRUE,Master Protein,Sn00001aa020364_T001,20,3,4,189,NA,1.035,0.856,0.933156523419074,0.982955182563686,1,1,140.5,145.4,87,74.5,13.31,25.79,19.55,15.91,High,0,14.802,3,22.7,10.56,14.45,3,0,32.6,18.7,40.5,33.5,41.4,5.1,44.2,2.9,11.3,3.7,69.8,54.4,68.7,100.6,71.1,62.2,48.9,37,32.5,40.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa014572_T001,TRUE,Master Protein,Sn00001aa014572_T001,18,5,19,332,NA,1.635,1.662,0.864185876180916,NA,1,NA,163.1,266.6,11.9,19.8,13.52,30.83,NA,NA,High,0,27.482,1,36.6,8.98,57.39,5,0,269.8,260.5,395.3,397.2,638.3,51.8,44.3,0,28.3,0,577.6,758.5,670.6,1192.7,1096.4,631.4,49,0,81.5,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa022403_T001,TRUE,Master Protein,Sn00001aa022403_T001,10,3,5,410,NA,1.369,1.313,0.108591372347042,0.495883989476001,0.714318163359776,1,134.9,184.6,56.7,74.4,3.39,29.75,1.11,2.73,High,0,15.924,1,44.3,5.66,19.48,3,0,54.9,40.9,65.8,76,74.3,13.2,44.3,3.9,22.1,6,117.5,119.1,111.6,228.2,127.6,160.9,49,49.8,63.6,66.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa097183_T002,TRUE,Master Protein,Sn00001aa097183_T002,30,7,17,334,NA,1.184,1.055,0.9997347989307,0.999951040421018,1,1,92.2,109.1,121.4,128.1,22.25,12.22,8.9,43.84,High,0,36.443,1,35.8,5.38,58.68,7,0,15.7,17,20.7,12.7,26.4,0,44.5,3.4,12.3,6.1,33.6,49.5,35.1,38.1,45.3,0,49.2,43.4,35.4,67.2,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa015675_T003,TRUE,Master Protein,Sn00001aa015675_T003,17,3,6,381,NA,1.211,1.017,0.990224964640116,NA,1,NA,64,77.5,131.4,133.7,31.97,50,NA,16.25,High,0,20.207,3,42.3,6.9,25.21,3,0,11.2,5.4,18.1,5.1,16.9,3.7,44.5,0,15.5,5.1,24,15.7,30.7,15.3,29,45.1,49.2,0,44.6,56.2,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa052930_T001,TRUE,Master Protein,Sn00001aa052930_T001,80,21,254,349,NA,2.425,3.585,0.950879817348834,0.311013610100468,1,0.835691041774021,94.5,229.1,26.3,94.3,41.41,72.73,30.48,12.85,High,0,212.016,2,36.5,5.81,931.63,21,0,107.2,49,59.8,164.9,201.4,5.2,44.7,2.5,54.2,11.8,229.5,142.7,101.4,495.1,345.9,63.4,49.5,31.9,156,130.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa055283_T001,TRUE,Master Protein,Sn00001aa055283_T001,9,2,2,281,NA,1.148,1.623,0.989637921765587,0.0841093813611765,1,0.37219281057565,102.7,117.9,89.7,145.6,14.63,15.19,1.36,29.23,High,0,5.519,1,31.6,10.3,6.38,2,0,26.2,18.5,41.3,24.8,37.5,4.5,44.7,3.8,22.4,8.9,56.1,53.9,70.1,74.5,64.4,54.8,49.5,48.5,64.5,98.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa031987_T001,TRUE,Master Protein,Sn00001aa031987_T001,17,2,8,128,NA,1.352,0.848,0.987953299151211,0.998542496669309,1,1,34.4,46.6,214.2,181.6,15.86,43.75,40.51,27.67,High,0,15.459,1,14.5,7.28,28.74,2,0,5,3.5,8,3.5,11.6,0,44.8,7,23.9,4.2,10.7,10.2,13.6,10.5,19.9,0,49.6,89.4,68.8,46.3,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa100459_T001,TRUE,Master Protein,Sn00001aa100459_T001,14,3,3,300,NA,0.696,1.108,0.791984578890523,0.990800007584886,1,1,142.2,98.9,97.5,108.1,16.48,23.15,30.63,3.56,High,0,9.512,3,33.1,8.38,8.25,3,0,29.3,15.5,34.2,13.2,23.5,4.8,44.8,2.5,15.7,3.9,62.7,45.1,58,39.6,40.4,58.5,49.6,31.9,45.2,43,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa005744_T001,TRUE,Master Protein,Sn00001aa005744_T001,20,2,2,182,NA,0.897,3.002,0.999895815752467,0.0379856678320025,1,0.221342381813366,75.8,68,67.4,202.4,32.72,19.8,32.21,22.19,High,0,8.575,2,19.4,4.92,9.97,2,0,33,14.6,50.1,19,48.2,5.2,45,6.2,76.7,14.6,70.6,42.5,85,57.1,82.8,63.4,49.8,79.2,220.8,160.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa009866_T001,TRUE,Master Protein,Sn00001aa009866_T001,9,2,4,296,NA,0.667,0.568,0.134861861336078,0.183502469635242,0.802169770981377,0.598618790518915,142.1,94.8,163.5,92.9,23.49,16.6,28.71,32.58,High,0,5.215,1,31.9,6.42,7.79,2,1,21.3,18.3,42.2,9.3,20.7,3.2,45.1,5.9,15.3,2.5,45.6,53.3,71.6,27.9,35.6,39,49.9,75.3,44.1,27.6,High,High,High,High,High,Not Found,High,Not Found,High,High,1
Sn00001aa015291_T001,TRUE,Master Protein,Sn00001aa015291_T001,6,3,3,934,NA,0.79,1.118,0.985362868270234,0.996086852887832,1,1,143.3,113.2,79.1,88.4,14.47,13.73,18.9,57.02,High,0,5.975,3,104.3,6.84,11,3,0,37.1,29.3,37.7,20.9,35.7,6.4,45.3,3,26.1,2.9,79.4,85.3,64,62.8,61.3,78,50.1,38.3,75.1,32,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa056638_T001,TRUE,Master Protein,Sn00001aa056638_T001,13,2,7,215,NA,1.016,0.825,0.999910664088047,NA,1,NA,127.9,129.9,111.5,92,13.72,34.94,NA,NA,High,0,8.709,1,24,6.68,23.82,2,0,33.1,18.9,34.2,13.5,34.3,6.8,45.7,0,14.5,0,70.9,55,58,40.5,58.9,82.9,50.6,0,41.7,0,High,High,High,High,High,High,High,Not Found,High,Not Found,1
Sn00001aa049993_T003,TRUE,Master Protein,Sn00001aa049993_T003,41,11,19,387,NA,1.133,1.302,0.999027757896672,0.952441667867111,1,1,142.8,161.7,65.1,84.8,5.47,49.28,10.41,17.47,High,0,42.494,2,42.7,9.01,60.84,11,0,54.4,41.1,76.2,58.9,78.9,4.7,45.8,4.6,21.8,7.3,116.5,119.7,129.3,176.9,135.5,57.3,50.7,58.7,62.8,80.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa007295_T001,TRUE,Master Protein,Sn00001aa007295_T001,6,3,4,611,NA,0.933,1.01,0.984808973620244,0.999999950769223,1,1,147.2,137.3,94.2,95.1,35.1,20.08,13.48,4.97,High,0,9.13,1,68.8,7.78,11.58,3,0,31,41.9,42.7,22.5,39.1,7.7,46.1,3.3,15.7,4.4,66.4,122,72.4,67.6,67.2,93.9,51,42.1,45.2,48.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa049401_T001,TRUE,Master Protein,Sn00001aa049401_T001,25,11,26,607,NA,0.89,1.335,0.997989249915686,NA,1,NA,88.9,79.1,120.4,160.6,4.45,25.47,NA,35.52,High,0,39.62,1,67.3,5.07,78.37,11,0,18.1,12.2,22.3,9.1,19.6,3.7,46.3,0,30.7,4.8,38.7,35.5,37.8,27.3,33.7,45.1,51.2,0,88.4,52.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa101576_T002,TRUE,Master Protein,Sn00001aa101576_T002,10,2,4,299,NA,1.01,0.816,0.96684079473699,NA,1,NA,169,170.7,71.2,58.1,24.91,58,NA,17.69,High,0,9.869,2,33.3,7.75,15.36,2,0,63.7,28.1,71.7,40.9,83.5,2.8,46.3,0,12.8,4.3,136.4,81.8,121.6,122.8,143.4,34.1,51.2,0,36.9,47.4,High,High,High,High,High,High,High,Not Found,High,High,1
Sn00001aa066595_T002,TRUE,Master Protein,Sn00001aa066595_T002,13,7,10,568,NA,1.013,0.643,0.997322318727554,NA,1,NA,81.4,82.5,194.3,125,20.02,24.57,2.16,NA,High,0,22.349,1,63,7.36,28.61,7,0,9.9,5.5,14.2,6,14.9,0,46.4,3.9,11.3,0,21.2,16,24.1,18,25.6,0,51.3,49.8,32.5,0,High,High,High,High,High,Not Found,High,High,High,Not Found,1
Sn00001aa041596_T003,TRUE,Master Protein,Sn00001aa041596_T003,11,2,2,318,NA,1.032,0.651,0.978552805413211,NA,1,NA,138.5,142.9,115.8,75.4,9.16,22.46,18.29,NA,High,0,6.303,2,34.2,9.55,5.67,2,0,24.7,21.4,31.8,20.5,32.4,3.2,46.4,3.1,10.2,0,52.9,62.3,53.9,61.6,55.7,39,51.3,39.6,29.4,0,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa047303_T001,TRUE,Master Protein,Sn00001aa047303_T001,63,10,73,236,NA,1.06,1.693,0.961974735848594,0.866848693402721,1,1,58,61.5,138.9,235,32.3,16.85,25.47,82.08,High,0,104.478,1,25.5,8.25,288.53,10,0,12.6,4.8,15.2,9.1,20.3,2.1,46.5,5.8,18.7,18.4,27,14,25.8,27.3,34.9,25.6,51.5,74.1,53.8,202.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa079414_T001,TRUE,Master Protein,Sn00001aa079414_T001,7,2,3,356,NA,0.774,0.858,0.93634114394752,0.997370792533842,1,1,166.6,129,80.3,68.9,4.56,26.76,44.66,56.32,High,0,9.635,2,38.8,8.12,9.14,2,0,38.4,26.5,44.4,19.9,46.1,3.8,46.6,2.1,16.9,1.9,82.2,77.2,75.3,59.8,79.2,46.3,51.6,26.8,48.7,20.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa008045_T001,TRUE,Master Protein,Sn00001aa008045_T001,21,8,10,443,NA,1.019,0.895,0.935063165956065,0.993698110027176,1,1,84,85.6,160,143.1,21.56,26.2,8.42,5.84,High,0,24.366,1,50.6,7.43,31.55,8,0,15.8,7.7,15.1,5.5,15.2,2.3,46.8,3.6,15.8,3.8,33.8,22.4,25.6,16.5,26.1,28,51.8,46,45.5,41.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa015721_T002,TRUE,Master Protein,Sn00001aa015721_T002,5,2,2,624,NA,0.587,0.832,0.713077048835305,NA,1,NA,74.7,43.8,177.5,147.7,13.99,27.71,NA,39,High,0,7.136,2,67.8,4.97,8.17,2,0,12.8,7.5,12.7,3.5,9.1,0,46.9,0,11.3,5.2,27.4,21.8,21.5,10.5,15.6,0,51.9,0,32.5,57.3,High,High,High,High,High,Not Found,High,Not Found,High,High,1
Sn00001aa080912_T001,TRUE,Master Protein,Sn00001aa080912_T001,4,2,2,729,NA,1.03,0.939,0.999983081507852,0.999123126673078,1,1,58,59.8,189.1,177.6,28.15,9.54,8.57,9.17,High,0,6.613,1,80.2,8.02,6.4,2,0,7,3.9,11.8,5.5,8.4,0,46.9,3.6,17,3.9,15,11.4,20,16.5,14.4,0,51.9,46,48.9,43,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa003347_T001,TRUE,Master Protein,Sn00001aa003347_T001,5,4,6,972,NA,1.218,1.509,0.723464120732386,0.536962638581121,1,1,92.9,113.1,119.2,179.9,3.7,36.35,21.46,14.86,High,0,8.576,2,106,6.83,17.58,4,0,16.5,11.3,20.5,14.1,19,5.4,47,3,26,5.5,35.3,32.9,34.8,42.3,32.6,65.8,52,38.3,74.9,60.6,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa024546_T001,TRUE,Master Protein,Sn00001aa024546_T001,8,2,2,373,NA,1.039,2.003,0.999967650940643,0.175169454978582,1,0.582393007184372,67.5,70.2,109.3,218.9,4.2,34.92,0.46,29.02,High,0,8.125,2,40.9,4.92,8.06,2,0,15.1,10.3,19,7.5,19.5,3.8,47,4.1,44.7,7.7,32.3,30,32.2,22.5,33.5,46.3,52,52.4,128.7,84.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa037172_T003,TRUE,Master Protein,Sn00001aa037172_T003,3,2,2,807,NA,0.651,0.647,0.263047679085566,0.253020182679268,1,0.736970931428239,185.2,120.6,96.5,62.4,13.98,21.63,1.28,32.18,High,0,5.571,2,87.5,5.87,4.69,2,0,40.3,39.2,58.3,29.4,37.5,4.9,47,4,14.6,2.4,86.3,114.1,98.9,88.3,64.4,59.7,52,51.1,42,26.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa062109_T004,TRUE,Master Protein,Sn00001aa062109_T004,15,3,4,326,NA,0.703,1.003,0.971477742563319,0.999999999929785,1,1,192.8,135.6,70.2,70.4,13.26,27.72,24.23,50.02,High,0,9.292,3,35.4,8.69,13.3,3,0,45.2,42.8,71.3,27.5,49.5,10.8,47.3,2.9,10.6,5.8,96.8,124.6,120.9,82.6,85,131.6,52.3,37,30.5,63.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa004532_T001,TRUE,Master Protein,Sn00001aa004532_T001,14,2,2,226,NA,1.222,2.711,0.871256231451799,0.471803490485385,1,1,40.5,49.5,99.8,270.7,30.33,65.9,14.94,9.41,High,0,7.486,2,24.4,8.81,7.84,2,0,11.1,5,16.2,6.6,16.9,5.6,47.6,5.1,51.6,15.4,23.8,14.6,27.5,19.8,29,68.3,52.7,65.1,148.6,169.7,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa021287_T001,TRUE,Master Protein,Sn00001aa021287_T001,5,2,3,565,NA,1.01,0.712,0.930949368842888,0.268342016429732,1,0.767437849042954,131,132.3,103.5,73.7,7.64,24.75,9.91,13.27,High,0,9.329,1,59.8,6.76,11.07,2,0,26.2,22.4,36.8,18.8,36.7,7.3,47.8,3.6,13.4,2.9,56.1,65.2,62.4,56.5,63,89,52.9,46,38.6,32,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa056311_T001,TRUE,Master Protein,Sn00001aa056311_T001,7,2,2,376,NA,0.533,0.666,0.416112956051135,0.816860375865093,1,1,230.4,122.9,116.1,77.3,44.8,24.63,43.86,14.08,High,0,5.152,2,41.5,6.07,5.32,2,0,36.9,49.9,122.7,20.3,45.1,8.2,48,7.9,18.7,4,79,145.3,208.1,61,77.5,99.9,53.1,100.9,53.8,44.1,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa068476_T001,TRUE,Master Protein,Sn00001aa068476_T001,10,2,2,180,NA,1.346,0.761,0.709980922347325,NA,1,NA,50.4,67.9,193.3,147.1,13.68,32.88,NA,8.17,High,0.002,2.931,2,18.8,8.15,2.31,2,0,8.1,4.7,8.2,7.9,8.6,0,48.2,0,13.3,3.9,17.3,13.7,13.9,23.7,14.8,0,53.3,0,38.3,43,High,High,High,High,High,Not Found,High,Not Found,High,High,1
Sn00001aa064489_T001,TRUE,Master Protein,Sn00001aa064489_T001,24,3,5,265,NA,1.085,1.624,0.992849848495133,0.568498423285085,1,1,69.1,75,104.8,170.1,17.21,48.36,6.83,10.82,High,0,11.261,1,28,5.17,15.94,3,0,17.1,8.9,19.8,8.5,30.3,0,48.3,3.8,26.6,8.1,36.6,25.9,33.6,25.5,52,0,53.5,48.5,76.6,89.3,High,High,High,High,High,Not Found,High,High,High,High,1
Sn00001aa019323_T001,TRUE,Master Protein,Sn00001aa019323_T001,12,3,3,361,NA,1.839,1.07,0.380716599952154,0.999719427832324,1,1,102.8,189.1,72.1,77.1,20.13,18.94,7.6,47.22,High,0,8.784,3,39.9,7.3,8.25,3,0,37.9,37.7,45.2,49.7,61.6,12.4,48.7,4.7,29.9,3.9,81.1,109.8,76.7,149.2,105.8,151.1,53.9,60,86.1,43,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa056349_T001,TRUE,Master Protein,Sn00001aa056349_T001,3,2,2,876,NA,1.84,1.661,0.00574865996561813,0.086015294371893,0.13869436335456,0.374752984143843,80.8,148.6,82.5,137.1,13.37,23,2.95,3.32,High,0,4.14,1,95.3,6.61,4.86,2,0,26,18.5,25.4,33,45.5,10.2,48.7,4.4,32.5,8.1,55.7,53.9,43.1,99.1,78.2,124.3,53.9,56.2,93.6,89.3,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa035912_T001,TRUE,Master Protein,Sn00001aa035912_T001,14,3,6,364,NA,0.864,1.02,0.537675764313558,0.999998077376015,1,1,127.1,109.8,117.7,120.1,1.01,35.21,1.03,17.15,High,0,16.235,1,39.2,5.96,24.23,3,0,27.5,19.9,34.8,19.8,29.6,2.3,48.9,4.3,17.1,5.7,58.9,57.9,59,59.5,50.8,28,54.1,54.9,49.2,62.8,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa051593_T002,TRUE,Master Protein,Sn00001aa051593_T002,9,2,2,348,NA,0.717,1.003,0.108210886824116,0.99999999924927,0.712370305567467,1,157.8,113.1,104,104.3,3.54,2.56,10.1,26.37,High,0,8.864,2,39,7.99,7.34,2,0,41.3,29.1,53.6,20.4,37.5,5.2,49,4.9,16.8,6.4,88.4,84.7,90.9,61.3,64.4,63.4,54.2,62.6,48.4,70.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa012694_T001,TRUE,Master Protein,Sn00001aa012694_T001,1,2,2,1186,NA,1.803,1.429,0.0869261764461162,0.556572865661829,0.641134880150386,1,97.7,176.3,83.4,119.2,7.69,16.36,43.35,14.59,High,0.001,3.441,2,132.6,6.64,5.67,2,0,36.3,31,51.4,54.6,69.5,12.9,49,8,33.3,10.7,77.7,90.3,87.2,163.9,119.4,157.2,54.2,102.2,95.9,117.9,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa078131_T001,TRUE,Master Protein,Sn00001aa078131_T001,29,11,22,547,NA,0.828,1.07,0.999128525062741,0.999899411523997,1,1,10.9,9,8.7,9.3,13.04,42.05,47.67,29.83,High,0,41.115,3,58.4,7.02,77.79,11,0,36.2,34,57.2,25.8,46.8,12.7,49.2,8.6,23.2,9.3,77.5,99,97,77.5,80.4,154.8,54.4,109.8,66.8,102.5,High,High,High,High,High,High,High,High,High,High,1
Sn00001aa008360_T004,TRUE,Master Protein,Sn00001aa008360_T004,7,3,3,460,NA,1.126,1.462,0.997240714575359,0.519868192763179,1,1,131.4,148,67,97.9,14.09,10.05,39.69,35.36,High,0,6.336,3,48.8,4.98,7.36,3,0,44.7,25,47.3,30.1,46.4,8,49.3,2.4,26.8,4.2,95.7,72.8,80.2,90.4,79.7,97.5,54.6,30.6,77.2,46.3,High,High,High,High,High,High,High,High,High,High,1
