"protein_id","Checked","Master","Description","Coverage","Peptides","PSMs","AAs","Modifications","Abundance_Ratio_Winter_Summer","pval_Winter_Summer","adj_pval_Winter_Summer","Abundance_Grouped_Summer","Abundance_Grouped_Winter","Abundance_Grouped_CV_Summer","Abundance_Grouped_CV_Winter","Abundance_Ag-1_Summer","Abundance_Ag-2_Summer","Abundance_Ag-3_Summer","Abundance_Ag-1_Winter","Abundance_Ag-2_Winter","Abundance_Ag-3_Winter","Abundances_Normalized_Ag-1_Summer","Abundances_Normalized_Ag-2_Summer","Abundances_Normalized_Ag-3_Summer","Abundances_Normalized_Ag-1_Winter","Abundances_Normalized_Ag-2_Winter","Abundances_Normalized_Ag-3_Winter","Found_in_Sample_S3_Ag-1_Summer","Found_in_Sample_S6_Ag-2_Summer","Found_in_Sample_S9_Ag-3_Summer","Found_in_Sample_S2_Ag-1_Winter","Found_in_Sample_S5_Ag-2_Winter","Found_in_Sample_S8_Ag-3_Winter"
"Ag00001aa110662_T001",TRUE,"Master Protein","Ag00001aa110662_T001",30,8,19,395,NA,1.614,0.247016260218561,0.695342646980375,107.8,174.1,12.71,21.43,29,54.2,40.4,24.8,63.7,39.5,45.3,54.2,42.7,73.1,103.2,71.9,"High","High","High","High","High","High"
"Ag00001aa101134_T001",TRUE,"Master Protein","Ag00001aa101134_T001",15,7,39,656,NA,0.751,0.905977748861891,1,197.1,148.1,10.32,6.52,60.6,116.3,103.2,27.8,46,46.5,94.7,116.3,109.1,82,74.6,84.7,"High","High","High","High","High","High"
"Ag00001aa056333_T002",TRUE,"Master Protein","Ag00001aa056333_T002",18,6,26,423,NA,1.04,0.99900089336497,1,93.6,97.3,16.57,5.19,304.4,495.3,603.8,185.5,304.5,282.9,475.6,495.3,638.4,547.1,493.6,515.3,"High","High","High","High","High","High"
"Ag00001aa108417_T001",TRUE,"Master Protein","Ag00001aa108417_T001",35,8,16,328,NA,0.817,0.0305259354352613,0.176036567741106,88.9,72.6,4.55,5.53,343.4,507,464,134.6,255.5,243.1,536.5,507,490.6,397,414.1,442.8,"High","High","High","High","High","High"
"Ag00001aa018857_T001",TRUE,"Master Protein","Ag00001aa018857_T001",38,11,17,399,NA,1.056,0.999998957426796,1,81.4,86,15.99,9.37,281.4,451.1,549.4,180.9,293.9,243.7,439.6,451.1,580.9,533.5,476.4,443.9,"High","High","High","High","High","High"
"Ag00001aa093725_T001",TRUE,"Master Protein","Ag00001aa093725_T001",39,10,19,395,NA,0.845,0.84257790375988,1,96.9,81.8,24.84,25.26,15.4,26.1,35.5,10.1,13.6,10,24.1,26.1,37.5,29.8,22,18.2,"High","High","High","High","High","High"
"Ag00001aa040590_T003",TRUE,"Master Protein","Ag00001aa040590_T003",31,12,21,488,NA,0.971,0.859127063886425,1,83.6,81.2,7.05,3.86,499.8,709.5,644.9,237.9,425,357.5,780.8,709.5,681.8,701.7,688.9,651.1,"High","High","High","High","High","High"
"Ag00001aa008378_T001",TRUE,"Master Protein","Ag00001aa008378_T001",42,8,23,250,NA,0.439,0.000488314862820971,0.0145499934288664,191.4,84,22.46,31.33,694.5,762.6,1139.1,88.8,293.6,270.1,1085,762.6,1204.3,261.9,475.9,491.9,"High","High","High","High","High","High"
"Ag00001aa018989_T001",TRUE,"Master Protein","Ag00001aa018989_T001",24,13,17,800,NA,0.713,0.155711086304757,0.507687214443909,77.5,55.3,8.02,13.27,51,68,72,15.9,37.8,29.8,79.7,68,76.1,46.9,61.3,54.3,"High","High","High","High","High","High"
"Ag00001aa009326_T001",TRUE,"Master Protein","Ag00001aa009326_T001",66,8,44,160,"Met-loss+Acetyl [N-Term]",1.184,0.675415355530414,1,135.4,160.3,23.52,58.73,49.2,124.7,101.3,43,61.6,156.7,76.9,124.7,107.1,126.8,99.8,285.4,"High","High","High","High","High","High"
"Ag00001aa027024_T001",TRUE,"Master Protein","Ag00001aa027024_T001",25,6,36,226,NA,3.822,0.00592120831014276,0.0563903308105447,72.3,276.4,15.28,38.32,753.2,1555.4,1469.9,2013.8,2986.2,5410.5,1176.7,1555.4,1554.1,5939.5,4840.2,9854.2,"High","High","High","High","High","High"
"Ag00001aa123653_T001",TRUE,"Master Protein","Ag00001aa123653_T001",33,6,30,275,NA,0.708,0.000223293303064698,0.00955416220488075,129.1,91.4,8.22,6.6,992.1,1591,1704.7,399.8,694.6,567.7,1549.9,1591,1802.3,1179.2,1125.9,1034,"High","High","High","High","High","High"
"Ag00001aa019616_T002",TRUE,"Master Protein","Ag00001aa019616_T002",33,4,12,177,NA,2.566,0.0821364830018355,0.338505722257823,95.4,244.8,20.57,31.24,187,263.8,366.3,302.5,462.5,253.7,292.1,263.8,387.3,892.2,749.6,462.1,"High","High","High","High","High","High"
"Ag00001aa042421_T001",TRUE,"Master Protein","Ag00001aa042421_T001",24,9,21,424,NA,0.766,0.0444809174499664,0.227542114222597,103.5,79.2,10.46,4.28,517.2,756.7,620.3,199.4,334.5,318.1,808,756.7,655.8,588.1,542.2,579.4,"High","High","High","High","High","High"
"Ag00001aa039278_T001",TRUE,"Master Protein","Ag00001aa039278_T001",45,5,23,132,NA,0.865,0.86473534708383,1,111.3,96.3,3.65,12.13,472.4,721.5,649.6,208.8,468.9,342.8,738,721.5,686.8,615.8,760,624.3,"High","High","High","High","High","High"
"Ag00001aa009885_T001",TRUE,"Master Protein","Ag00001aa009885_T001",31,10,40,448,NA,0.968,0.99999988189502,1,122.6,118.7,9.47,8.29,260.4,370,318.3,121.4,211,220.1,406.8,370,336.5,358.1,342,400.9,"High","High","High","High","High","High"
"Ag00001aa120638_T001",TRUE,"Master Protein","Ag00001aa120638_T001",30,9,15,386,NA,1.089,0.840423759949098,1,63.9,69.6,5.63,5.28,81.4,132.8,134.4,52.5,89.2,76.7,127.2,132.8,142.1,154.8,144.6,139.7,"High","High","High","High","High","High"
"Ag00001aa070045_T001",TRUE,"Master Protein","Ag00001aa070045_T001",21,8,27,509,NA,1.124,0.825180429658965,1,58.2,65.5,1.9,4.97,91.4,138.8,130.3,52.9,88.8,86.7,142.8,138.8,137.8,156,143.9,157.9,"High","High","High","High","High","High"
"Ag00001aa106444_T001",TRUE,"Master Protein","Ag00001aa106444_T001",49,6,18,177,NA,3.577,0.000297168341029663,0.0109030475148092,72.9,260.8,9.36,27.67,55,94.6,74.2,104.2,228,114.1,85.9,94.6,78.4,307.3,369.6,207.8,"High","High","High","High","High","High"
"Ag00001aa002958_T003",TRUE,"Master Protein","Ag00001aa002958_T003",24,8,14,539,NA,0.712,0.000966811235074472,0.0210215644315966,89.8,63.9,4.42,8.66,302.2,458,472.4,131.7,206.5,184.6,472.1,458,499.5,388.4,334.7,336.2,"High","High","High","High","High","High"
"Ag00001aa096742_T003",TRUE,"Master Protein","Ag00001aa096742_T003",25,7,19,409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa144335_T001",TRUE,"Master Protein","Ag00001aa144335_T001",22,8,14,531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa048965_T001",TRUE,"Master Protein","Ag00001aa048965_T001",28,9,20,509,NA,1.349,0.121419730209113,0.431028954125701,37.2,50.2,11.22,14.26,13.7,18.5,16.3,9.3,15.4,11.3,21.4,18.5,17.2,27.4,25,20.6,"High","High","High","High","High","High"
"Ag00001aa002474_T001",TRUE,"Master Protein","Ag00001aa002474_T001",21,6,12,349,NA,1.34,0.87060135694153,1,137.6,184.3,16.51,13.22,24.2,50.5,36.9,21.6,30.9,28.7,37.8,50.5,39,63.7,50.1,52.3,"High","High","High","High","High","High"
"Ag00001aa010522_T001",TRUE,"Master Protein","Ag00001aa010522_T001",37,6,13,224,NA,0.83,0.135538861558729,0.466548866801999,149.4,124,19.59,3.38,513.2,808.6,1052.9,230.8,414,350.3,801.8,808.6,1113.2,680.7,671,638,"High","High","High","High","High","High"
"Ag00001aa104993_T004",TRUE,"Master Protein","Ag00001aa104993_T004",15,13,20,1058,NA,0.81,0.838363353501666,1,100.3,81.3,7.79,13.75,266,359.5,387.3,112.5,200.3,226.7,415.6,359.5,409.5,331.8,324.7,412.9,"High","High","High","High","High","High"
"Ag00001aa051976_T002",TRUE,"Master Protein","Ag00001aa051976_T002",28,10,18,432,NA,0.893,0.969072059199976,1,60.4,54,11.01,4.19,62.8,90.6,74.4,26.5,52.4,44.4,98.1,90.6,78.7,78.2,84.9,80.9,"High","High","High","High","High","High"
"Ag00001aa104039_T001",TRUE,"Master Protein","Ag00001aa104039_T001",25,8,18,385,NA,0.9,0.32791794270866,0.831216968075132,79.8,71.8,14.6,6.79,716.8,1263.4,1412.8,386.1,622.5,624.1,1119.8,1263.4,1493.7,1138.8,1009,1136.7,"High","High","High","High","High","High"
"Ag00001aa076788_T001",TRUE,"Master Protein","Ag00001aa076788_T001",47,5,19,191,NA,0.511,0.0609886253605748,0.280005451669809,271,138.5,7.11,44.5,1893,2639.3,2856.5,202.1,932.8,859.4,2957.4,2639.3,3020.1,596.1,1511.9,1565.2,"High","High","High","High","High","High"
"Ag00001aa021281_T001",TRUE,"Master Protein","Ag00001aa021281_T001",55,8,24,225,"Met-loss [N-Term]",0.475,0.000879045911096998,0.0200439993285326,197.3,93.8,15.89,34.09,869.3,1003,1041.6,100.9,322.9,337.3,1358.1,1003,1101.3,297.6,523.4,614.3,"High","High","High","High","High","High"
"Ag00001aa135333_T001",TRUE,"Master Protein","Ag00001aa135333_T001",32,7,22,274,NA,0.718,0.330948712457286,0.833318841865176,35.9,25.8,20.85,13.69,21.8,23.4,23.7,5.6,11.1,11.8,34.1,23.4,25.1,16.5,18,21.5,"High","High","High","High","High","High"
"Ag00001aa026922_T001",TRUE,"Master Protein","Ag00001aa026922_T001",32,7,22,274,NA,0.687,0.0972164055890449,0.373301649730626,104.2,71.5,6.84,10.93,133.3,185.8,199.5,48.5,72.8,79.1,208.2,185.8,210.9,143,118,144.1,"High","High","High","High","High","High"
"Ag00001aa111106_T002",TRUE,"Master Protein","Ag00001aa111106_T002",27,8,14,499,NA,0.614,0.00228609195882923,0.0347129590782682,115.6,71,9.65,13.37,357.2,530.6,436.3,103,201,214.8,558,530.6,461.3,303.8,325.8,391.2,"High","High","High","High","High","High"
"Ag00001aa085813_T001",TRUE,"Master Protein","Ag00001aa085813_T001",16,9,17,905,NA,1.014,0.999061472630644,1,66.5,67.4,16.03,7.75,80.8,110.3,86.3,41.7,69,58,126.2,110.3,91.2,123,111.8,105.6,"High","High","High","High","High","High"
"Ag00001aa053721_T002",TRUE,"Master Protein","Ag00001aa053721_T002",39,6,39,168,"Met-loss+Acetyl [N-Term]",1.548,0.00107080664587111,0.0221616861452161,66.3,102.6,5.55,11.1,212,327.3,282.6,171.8,349.2,248.8,331.2,327.3,298.8,506.7,566,453.1,"High","High","High","High","High","High"
"Ag00001aa000788_T001",TRUE,"Master Protein","Ag00001aa000788_T001",19,10,16,715,NA,0.823,0.245562060531915,0.691796670695019,113.7,93.6,10.64,13.29,432.4,561.5,537.3,158.6,242.3,281.8,675.5,561.5,568.1,467.8,392.7,513.2,"High","High","High","High","High","High"
"Ag00001aa066518_T001",TRUE,"Master Protein","Ag00001aa066518_T001",16,10,17,867,NA,0.879,0.86426383723169,1,119.3,104.9,19.39,3.62,444.3,599.6,442.2,170.4,325.1,296.4,694.1,599.6,467.5,502.6,526.9,539.8,"High","High","High","High","High","High"
"Ag00001aa032560_T001",TRUE,"Master Protein","Ag00001aa032560_T001",15,10,19,917,NA,0.591,0.0175885582940226,0.121382328710563,105.4,62.3,10.01,9.39,22.2,29.3,27.7,6.6,10,9.5,34.7,29.3,29.3,19.5,16.2,17.3,"High","High","High","High","High","High"
"Ag00001aa094561_T001",TRUE,"Master Protein","Ag00001aa094561_T001",28,3,12,174,NA,1.145,0.950746815112639,1,55.3,63.3,16.21,14.91,36.3,69.5,74.5,29.5,49.1,35.4,56.7,69.5,78.8,87,79.6,64.5,"High","High","High","High","High","High"
"Ag00001aa084998_T001",TRUE,"Master Protein","Ag00001aa084998_T001",27,8,27,376,NA,1.299,0.857450644175122,1,98.2,127.6,18.7,1.95,350.8,562,715.2,241.2,450.5,405.8,548,562,756.2,711.4,730.2,739.1,"High","High","High","High","High","High"
"Ag00001aa008454_T001",TRUE,"Master Protein","Ag00001aa008454_T001",27,6,39,230,NA,1.814,0.162515164592218,0.525935421230975,137.2,248.7,31.73,59.46,335.5,937.4,952.7,576.4,868.4,2180,524.1,937.4,1007.3,1700,1407.6,3970.5,"High","High","High","High","High","High"
"Ag00001aa021888_T002",TRUE,"Master Protein","Ag00001aa021888_T002",15,11,21,916,NA,0.792,0.0543707251812552,0.259790568161232,87.5,69.3,3.59,4.74,273.6,401.9,380.2,100.6,200.6,174.8,427.4,401.9,402,296.7,325.1,318.4,"High","High","High","High","High","High"
"Ag00001aa043443_T001",TRUE,"Master Protein","Ag00001aa043443_T001",52,12,49,211,NA,1.093,0.999960061139554,1,99.4,108.7,27.79,23.04,1616.5,2279.5,3556.2,936.1,1457.5,2021,2525.4,2279.5,3759.9,2760.9,2362.4,3680.9,"High","High","High","High","High","High"
"Ag00001aa056229_T001",TRUE,"Master Protein","Ag00001aa056229_T001",19,7,26,433,NA,1.068,0.999873516918785,1,205.5,219.4,6.22,9.61,364.7,628,606.8,227.4,363.8,392.2,569.8,628,641.6,670.7,589.7,714.3,"High","High","High","High","High","High"
"Ag00001aa097403_T001",TRUE,"Master Protein","Ag00001aa097403_T001",44,9,21,263,NA,0.61,0.000349801467784516,0.0119226073536057,136.1,83.1,8.39,8.16,864.2,1422.4,1502,294.4,562.4,425.8,1350.1,1422.4,1588,868.3,911.6,775.5,"High","High","High","High","High","High"
"Ag00001aa053323_T001",TRUE,"Master Protein","Ag00001aa053323_T001",17,12,22,791,NA,1.036,0.999510183641163,1,74.4,77.1,10.05,7.62,481.3,744,838,262.1,544.7,427.5,751.9,744,886,773,882.9,778.6,"High","High","High","High","High","High"
"Ag00001aa054041_T001",TRUE,"Master Protein","Ag00001aa054041_T001",25,13,20,564,NA,0.936,0.970807784937786,1,90.8,85,9.09,6.74,254.8,458.8,368.4,138.5,221.4,204.6,398.1,458.8,389.5,408.5,358.9,372.6,"High","High","High","High","High","High"
"Ag00001aa070929_T001",TRUE,"Master Protein","Ag00001aa070929_T001",25,9,14,594,NA,1.216,0.105721009407923,0.392303509026314,83.3,101.3,5.87,8.54,145.2,208,192.2,88.2,156.1,121.3,226.8,208,203.2,260.1,253,220.9,"High","High","High","High","High","High"
"Ag00001aa149383_T003",TRUE,"Master Protein","Ag00001aa149383_T003",13,11,14,1362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa022287_T001",TRUE,"Master Protein","Ag00001aa022287_T001",46,10,17,256,NA,0.79,0.0654986429255453,0.291772942105829,109.2,86.3,9.13,12.49,571.4,888.4,982.8,239.2,387.3,442.2,892.7,888.4,1039.1,705.5,627.8,805.4,"High","High","High","High","High","High"
"Ag00001aa067625_T001",TRUE,"Master Protein","Ag00001aa067625_T001",35,9,22,326,NA,0.953,0.428128400661248,0.964062228116787,102.9,98.1,7.12,7.88,467.4,707.9,765.6,238.2,429.3,333.9,730.2,707.9,809.4,702.5,695.8,608.1,"High","High","High","High","High","High"
"Ag00001aa041929_T001",TRUE,"Master Protein","Ag00001aa041929_T001",39,6,15,256,NA,0.704,0.303061557570308,0.790117615360861,191.1,134.4,6.68,17.18,137.2,194.5,178.8,46.4,82.7,98.9,214.3,194.5,189,136.9,134,180.1,"High","High","High","High","High","High"
"Ag00001aa116069_T001",TRUE,"Master Protein","Ag00001aa116069_T001",30,6,17,325,NA,0.71,0.349133434666068,0.854871323487206,61.5,43.7,11.96,5.38,152.4,297.5,236.9,60.3,114.2,91.3,238.1,297.5,250.5,177.8,185.1,166.3,"High","High","High","High","High","High"
"Ag00001aa070807_T001",TRUE,"Master Protein","Ag00001aa070807_T001",27,10,17,509,NA,0.586,0.0929130507618723,0.364189368445153,125.2,73.3,47.44,20.43,313.8,505.7,1003.8,114.7,182.7,122.4,490.2,505.7,1061.3,338.3,296.1,222.9,"High","High","High","High","High","High"
"Ag00001aa051626_T001",TRUE,"Master Protein","Ag00001aa051626_T001",19,7,30,435,NA,1.012,0.999972159274816,1,133.2,134.8,1.82,2.9,683.1,1090.7,995,366.1,643.4,606.7,1067.2,1090.7,1052,1079.8,1042.9,1105,"High","High","High","High","High","High"
"Ag00001aa010042_T001",TRUE,"Master Protein","Ag00001aa010042_T001",27,11,24,458,NA,0.88,0.0623630127748906,0.284516403103419,92.7,81.6,4.56,13.23,588,845.1,862.5,215,495.2,443.8,918.6,845.1,911.9,634.1,802.7,808.3,"High","High","High","High","High","High"
"Ag00001aa096122_T001",TRUE,"Master Protein","Ag00001aa096122_T001",27,7,37,314,NA,0.667,0.999505023395782,1,135.1,90.1,44.4,5.57,67.9,94.3,37.4,20.7,38.8,37.3,106.1,94.3,39.5,61.1,62.9,67.9,"High","High","High","High","High","High"
"Ag00001aa074874_T001",TRUE,"Master Protein","Ag00001aa074874_T001",19,5,9,547,NA,0.94,0.999999828187195,1,72.2,67.9,13,48,11.8,15.5,13.6,9.1,6.7,8,18.4,15.5,14.4,26.8,10.9,14.6,"High","High","High","High","High","High"
"Ag00001aa003976_T001",TRUE,"Master Protein","Ag00001aa003976_T001",23,6,18,299,NA,0.84,0.0529761686012163,0.256333193831532,92.6,77.8,6.83,5.11,617.5,938.8,1009,286.1,470.1,445.1,964.7,938.8,1066.8,843.8,762,810.7,"High","High","High","High","High","High"
"Ag00001aa065130_T001",TRUE,"Master Protein","Ag00001aa065130_T001",14,12,16,1112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"High","High","High","High","High","High"
"Ag00001aa016317_T001",TRUE,"Master Protein","Ag00001aa016317_T001",28,6,20,322,NA,0.943,0.996373604092134,1,127.1,119.9,13.86,4.81,408.1,561.5,699.9,203.6,402.5,330.2,637.6,561.5,740,600.5,652.4,601.4,"High","High","High","High","High","High"
"Ag00001aa003701_T001",TRUE,"Master Protein","Ag00001aa003701_T001",17,12,23,1127,NA,1.092,0.919679060244006,1,85.3,93.1,4.84,8.85,312.8,503.2,507.7,209.6,338.9,286.3,488.7,503.2,536.8,618.2,549.3,521.4,"High","High","High","High","High","High"
"Ag00001aa096738_T001",TRUE,"Master Protein","Ag00001aa096738_T001",22,8,32,426,NA,0.704,0.119391652971397,0.426230340682767,148.9,104.9,27.34,10.56,32.1,58.9,79.5,16.7,25.6,22.5,50.1,58.9,84.1,49.3,41.5,41,"High","High","High","High","High","High"
"Ag00001aa137998_T002",TRUE,"Master Protein","Ag00001aa137998_T002",50,13,40,290,NA,2.782,3.30034157047798e-06,0.000825688106482759,71.3,198.4,6.31,12.21,1341.3,2014.8,1749.2,1900.5,4153.2,2957.8,2095.5,2014.8,1849.4,5605.3,6731.8,5387.1,"High","High","High","High","High","High"
"Ag00001aa004557_T001",TRUE,"Master Protein","Ag00001aa004557_T001",16,9,14,816,NA,0.724,0.0354386212796554,0.19647033884355,115.2,83.4,11.48,6.58,521.9,703.9,617.5,172.7,281.9,283.6,815.3,703.9,652.9,509.4,456.9,516.5,"High","High","High","High","High","High"
"Ag00001aa038162_T001",TRUE,"Master Protein","Ag00001aa038162_T001",45,5,26,118,NA,1.166,0.990141212327491,1,140.8,164.2,19.06,10.71,1090.1,1996.2,2346.1,789.4,1451,1060.6,1703,1996.2,2480.5,2328.2,2351.9,1931.7,"High","High","High","High","High","High"
"Ag00001aa101501_T001",TRUE,"Master Protein","Ag00001aa101501_T001",37,9,14,358,NA,0.63,0.13037885019276,0.45385781945933,95.1,59.9,22.52,12.65,439.5,749.2,449.6,146.6,266,293.1,686.6,749.2,475.4,432.4,431.1,533.8,"High","High","High","High","High","High"
"Ag00001aa061576_T001",TRUE,"Master Protein","Ag00001aa061576_T001",28,9,18,424,NA,0.906,0.874740870125895,1,64.2,58.1,11.13,7.85,64.3,90.1,76,30.7,48,44.8,100.5,90.1,80.4,90.5,77.8,81.6,"High","High","High","High","High","High"
"Ag00001aa082559_T001",TRUE,"Master Protein","Ag00001aa082559_T001",22,4,24,209,NA,0.817,0.6265841399968,1,186.6,152.4,3.29,5.37,378,628,565.1,157.6,319.2,268,590.5,628,597.5,464.8,517.4,488.1,"High","High","High","High","High","High"
"Ag00001aa015268_T001",TRUE,"Master Protein","Ag00001aa015268_T001",27,7,21,400,NA,0.778,0.294578881568966,0.777868662485813,68.3,53.1,7.42,10.8,319.8,515.7,422.4,150.6,239.8,197.5,499.6,515.7,446.6,444.2,388.7,359.7,"High","High","High","High","High","High"
"Ag00001aa065968_T001",TRUE,"Master Protein","Ag00001aa065968_T001",37,8,17,328,NA,2.479,0.00216470700498472,0.0337246713565923,59.5,147.6,13.91,32.28,296.4,573.6,576.5,482.1,673.4,1130.8,463.1,573.6,609.5,1421.9,1091.5,2059.5,"High","High","High","High","High","High"
"Ag00001aa036844_T001",TRUE,"Master Protein","Ag00001aa036844_T001",23,10,17,710,NA,1.081,0.999830571819971,1,88.7,95.9,7.16,10.83,163.4,259.9,274.9,78.6,173.4,154.8,255.3,259.9,290.6,231.8,281.1,281.9,"High","High","High","High","High","High"
"Ag00001aa008707_T001",TRUE,"Master Protein","Ag00001aa008707_T001",28,6,13,316,NA,1.342,0.503180527332345,1,110.6,148.4,14.43,18.68,268.7,481.9,529.8,240.2,399,267,419.8,481.9,560.1,708.4,646.7,486.3,"High","High","High","High","High","High"
"Ag00001aa095913_T005",TRUE,"Master Protein","Ag00001aa095913_T005",55,8,28,210,NA,0.835,0.936506146688538,1,218.3,182.3,61.45,78.73,498,761.3,1928.8,220.3,191.5,884.7,778,761.3,2039.3,649.7,310.4,1611.3,"High","High","High","High","High","High"
"Ag00001aa087670_T002",TRUE,"Master Protein","Ag00001aa087670_T002",29,8,15,397,NA,0.899,0.929701929602774,1,65.9,59.2,18.38,14.6,60,134.6,103,33.2,48.1,57.1,93.7,134.6,108.9,97.9,78,104,"High","High","High","High","High","High"
"Ag00001aa055001_T002",TRUE,"Master Protein","Ag00001aa055001_T002",33,6,24,272,NA,0.505,0.181712201580783,0.567001701012782,196,99.1,9.11,30.16,36.6,59.1,64,9.5,29.1,16.4,57.2,59.1,67.7,28,47.2,29.9,"High","High","High","High","High","High"
"Ag00001aa042693_T001",TRUE,"Master Protein","Ag00001aa042693_T001",25,10,19,624,NA,1.002,0.994565482706251,1,156.5,156.8,4.19,20.12,52.8,87,75.8,37.5,51,42.1,82.5,87,80.1,110.6,82.7,76.7,"High","High","High","High","High","High"
"Ag00001aa018403_T001",TRUE,"Master Protein","Ag00001aa018403_T001",47,7,26,225,NA,0.767,0.43429524264179,0.973538058652814,83.3,63.9,10.27,14.38,328.1,446.1,518,123.6,295.2,215.9,512.6,446.1,547.7,364.5,478.5,393.2,"High","High","High","High","High","High"
"Ag00001aa045830_T001",TRUE,"Master Protein","Ag00001aa045830_T001",13,7,43,657,NA,0.758,0.863558496357922,1,147.4,111.8,10.81,11.43,33.5,65,57,12.7,28.2,25.4,52.3,65,60.3,37.5,45.7,46.3,"High","High","High","High","High","High"
"Ag00001aa120632_T003",TRUE,"Master Protein","Ag00001aa120632_T003",20,13,19,826,NA,1.01,0.9970110781467,1,169.2,170.9,5.35,12.27,22.8,32.7,30.6,11.2,20.8,14.7,35.6,32.7,32.4,33,33.7,26.8,"High","High","High","High","High","High"
"Ag00001aa055040_T001",TRUE,"Master Protein","Ag00001aa055040_T001",14,8,16,801,NA,1.477,0.86265441056517,1,47.3,69.9,6.43,17.58,33.7,53.2,44.7,28.2,36.2,42.7,52.6,53.2,47.3,83.2,58.7,77.8,"High","High","High","High","High","High"
"Ag00001aa004071_T001",TRUE,"Master Protein","Ag00001aa004071_T001",26,10,28,590,NA,0.964,0.98214213576988,1,104.9,101.2,9.59,11.79,373.5,611.4,661.6,226.5,363.8,289.9,583.5,611.4,699.5,668,589.7,528,"High","High","High","High","High","High"
"Ag00001aa083456_T001",TRUE,"Master Protein","Ag00001aa083456_T001",27,2,17,130,NA,0.847,0.118824500669135,0.424441541522532,125.8,106.5,5.7,3.29,412.4,697.2,591.2,185.6,318.3,299.5,644.3,697.2,625.1,547.4,515.9,545.5,"High","High","High","High","High","High"
"Ag00001aa088463_T001",TRUE,"Master Protein","Ag00001aa088463_T001",38,10,28,354,NA,1.212,0.515190125845638,1,155.9,189,7.93,6.11,89.6,159.4,153.7,68.6,110.5,106.1,140,159.4,162.5,202.3,179.1,193.2,"High","High","High","High","High","High"
"Ag00001aa004423_T002",TRUE,"Master Protein","Ag00001aa004423_T002",17,4,17,315,NA,0.241,0.000183565525480489,0.00892797863304662,278.8,67.2,3.42,29.8,844.7,1310.5,1172,79.5,194.8,235,1319.6,1310.5,1239.1,234.5,315.7,428,"High","High","High","High","High","High"
"Ag00001aa031826_T002",TRUE,"Master Protein","Ag00001aa031826_T002",28,10,15,400,NA,0.834,0.0309844908811195,0.176977207628726,101.2,84.4,3.58,5.48,224.2,367.1,323.8,99,166.4,164.8,350.3,367.1,342.3,292,269.7,300.2,"High","High","High","High","High","High"
"Ag00001aa054167_T001",TRUE,"Master Protein","Ag00001aa054167_T001",11,13,15,1671,NA,0.796,0.450270723260292,0.995656773720917,135,107.5,7.3,13.11,363.1,527.4,463.6,142.4,252.6,283.4,567.3,527.4,490.2,420,409.4,516.2,"High","High","High","High","High","High"
"Ag00001aa144481_T002",TRUE,"Master Protein","Ag00001aa144481_T002",20,6,21,304,NA,0.878,0.359726495935771,0.873293472048329,93.2,81.8,14.91,10.23,429.2,614.8,772.8,199.5,303.9,326.3,670.5,614.8,817.1,588.4,492.6,594.3,"High","High","High","High","High","High"
"Ag00001aa108590_T001",TRUE,"Master Protein","Ag00001aa108590_T001",33,5,26,235,NA,1.081,0.999707190233874,1,98.5,106.5,9.37,4.68,705.2,1173.8,1250.5,432.5,783,643.5,1101.7,1173.8,1322.1,1275.6,1269.1,1172,"High","High","High","High","High","High"
"Ag00001aa096730_T003",TRUE,"Master Protein","Ag00001aa096730_T003",15,7,11,762,NA,1.03,0.9790840459817,1,103.6,106.7,18.88,4.15,272.7,418.8,546,154.9,259.4,240.9,426,418.8,577.3,456.9,420.5,438.8,"High","High","High","High","High","High"
