"Checked","Protein_FDR_Confidence_Combined","Master","Accession","Description","Exp_q_value_Combined","Sum_PEP_Score","Coverage","Peptides","PSMs","Unique_Peptides","AAs","MW_kDa","calc_pI","Score_Sequest_HT_Sequest_HT","Peptides_by_Search_Engine_Sequest_HT","Biological_Process","Cellular_Component","Molecular_Function","Pfam_IDs","Entrez_Gene_ID","Gene_ID","Gene_Symbol","Ensembl_Gene_ID","Protein_Pathway_Groups","Razor_Peptides","Abundance_Ratio_Winter_Summer","Abundance_Ratio_P_Value_Winter_Summer","Abundances_Grouped_Summer","Abundances_Grouped_Winter","Abundances_Grouped_CV_Summer","Abundances_Grouped_CV_Winter","Abundance_C002_summer","Abundance_C004_summer","Abundance_C022_summer","Abundance_C031_summer","Abundance_C071-1_summer","Abundance_C071-2_summer","Abundance_C071-3_summer","Abundance_C076_summer","Abundance_C002_winter","Abundance_C004_winter","Abundance_C022_winter","Abundance_C031_winter","Abundance_C071-1_winter","Abundance_C071-2_winter","Abundance_C071-3_winter","Abundance_C076_winter","Abundances_Normalized_C002_summer","Abundances_Normalized_C004_summer","Abundances_Normalized_C022_summer","Abundances_Normalized_C031_summer","Abundances_Normalized_C071-1_summer","Abundances_Normalized_C071-2_summer","Abundances_Normalized_C071-3_summer","Abundances_Normalized_C076_summer","Abundances_Normalized_C002_winter","Abundances_Normalized_C004_winter","Abundances_Normalized_C022_winter","Abundances_Normalized_C031_winter","Abundances_Normalized_C071-1_winter","Abundances_Normalized_C071-2_winter","Abundances_Normalized_C071-3_winter","Abundances_Normalized_C076_winter","Found_in_Sample_S369_C002_summer","Found_in_Sample_S370_C004_summer","Found_in_Sample_S371_C022_summer","Found_in_Sample_S372_C031_summer","Found_in_Sample_S373_C071-1_summer","Found_in_Sample_S374_C071-2_summer","Found_in_Sample_S375_C071-3_summer","Found_in_Sample_S376_C076_summer","Found_in_Sample_S377_C002_winter","Found_in_Sample_S378_C004_winter","Found_in_Sample_S379_C022_winter","Found_in_Sample_S380_C031_winter","Found_in_Sample_S381_C071-1_winter","Found_in_Sample_S382_C071-2_winter","Found_in_Sample_S383_C071-3_winter","Found_in_Sample_S384_C076_winter","Protein_Groups","Modifications"
TRUE,"High","Master Protein","TdactyloidesS_mRNA33009","TdactyloidesS_mRNA33009",0,39.729,26,5,9,1,388,41.2,6.55,42.15,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA33009",NA,NA,0,3,1.33,0.292199375209367,85.9,114.1,48.1,35.44,71.4,74.2,70.3,54.7,82.8,178.2,329,204.5,131.7,51.8,41.4,127.1,91.1,152,177.9,112.1,254.5,163.5,231.2,112,141.6,178.2,346.7,443.7,315.9,112.9,124.1,249.2,226.9,341.2,292.2,314,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA14372","TdactyloidesS_mRNA14372",0,13.694,9,4,4,4,631,71.1,7.64,14.12,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA14372",NA,NA,0,0,0.635,0.292322250320515,122.3,77.7,24.25,17.14,42.8,52.6,58.3,43.4,94.3,109.8,119.3,59.9,45.5,34.1,28.4,53,27.4,35.3,45.5,29.7,152.6,115.9,191.7,88.9,161.2,109.8,125.7,130,109.1,74.3,85.1,103.9,68.2,79.2,74.7,83.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA10361","TdactyloidesS_mRNA10361",0,65.796,60,10,34,10,254,26.9,5.36,122.41,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA10361",NA,NA,0,0,0.722,0.292458504815378,116.1,83.9,15.35,22.71,181.1,288,149.5,284.3,256.7,430.4,483.7,253,149.5,186.9,182.1,211.1,183.4,137.7,173.5,112.1,645.5,634.8,491.6,582.2,438.9,430.4,509.8,549,358.6,407.2,545.9,413.8,456.7,309.1,285,314,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA1616","TdactyloidesS_mRNA1616",0,19.291,9,4,5,4,689,78.1,5.33,17.08,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA1616",NA,NA,0,0,0.663,0.292472869235289,120.3,79.7,35.97,22.42,85.6,62.6,81.8,46.8,107,166.3,214,74.1,67,43.7,37.1,78.8,39.7,53.5,100.1,39.4,305.1,138,269,95.8,183,166.3,225.5,160.8,160.7,95.2,111.2,154.5,98.9,120.1,164.4,110.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA5416","TdactyloidesS_mRNA5416",0,54.107,68,7,23,1,154,17.3,7.34,86.12,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5416",NA,NA,0,10,0.725,0.292488428279208,116,84,30.71,15.08,318.9,604.9,468.9,842.7,533.4,1283.2,728.9,332.8,336,405.5,320,442.3,481.8,341.2,539.3,292.2,1136.7,1333.2,1541.9,1725.8,912.1,1283.2,768.2,722.1,805.9,883.6,959.3,867.1,1199.9,765.8,885.9,818.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA68965","TdactyloidesS_mRNA68965",0,35.171,11,7,9,1,929,106.4,6.62,33.75,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA68965",NA,NA,0,3,1.336,0.292557612528128,85.6,114.4,29.77,19.32,41.5,31.6,42.9,37.6,53,80.9,132.2,51.9,69.1,45.2,41.1,72.7,39.9,64.8,77.8,58,147.9,69.6,141.1,77,90.6,80.9,139.3,112.6,165.7,98.5,123.2,142.5,99.4,145.4,127.8,162.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA19589","TdactyloidesS_mRNA19589",0,15.386,14,3,4,3,296,30.9,7.39,14.01,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA19589",NA,NA,0,0,1.301,0.292913106782433,86.9,113.1,29.07,38.12,39,48.3,62.6,49.1,61.8,121,128.2,41.9,40.8,82.9,103.8,88.4,55.5,63.2,83.7,54.9,139,106.5,205.8,100.6,105.7,121,135.1,90.9,97.9,180.6,311.2,173.3,138.2,141.8,137.5,153.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA9178","TdactyloidesS_mRNA9178",0,16.073,7,4,4,4,996,112,6.81,12.84,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA9178",NA,NA,0,0,1.334,0.293158844467249,85.7,114.3,42.28,30.02,41.5,38,64.7,32.6,65.1,82.9,90.8,43.7,69.9,34.2,31.3,79.7,31.9,62.3,70.3,54.9,147.9,83.8,212.8,66.8,111.3,82.9,95.7,94.8,167.7,74.5,93.8,156.2,79.4,139.8,115.5,153.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA14542","TdactyloidesS_mRNA14542",0,26.767,18,7,9,2,461,50.6,4.82,28.23,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA14542",NA,NA,0,4,0.696,0.293276526260054,117.9,82.1,17.67,14.41,96.5,232.1,151.1,254.5,195.7,429,345.3,206.3,107.2,178.8,110.1,148.1,111.4,137.8,183.1,132.3,344,511.6,496.9,521.2,334.6,429,363.9,447.7,257.1,389.6,330.1,290.3,277.4,309.3,300.8,370.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA3401","TdactyloidesS_mRNA3401",0,31.71,16,5,13,4,460,48.9,10.17,43.23,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA3401",NA,NA,0,1,0.687,0.293357621583909,118.5,81.5,20.83,18.73,148.3,140.9,93.2,187.8,264.4,301,360.3,173,117.6,102.2,80.6,162.5,98.2,122.7,128.1,128.4,528.6,310.5,306.5,384.6,452.1,301,379.7,375.4,282.1,222.7,241.6,318.6,244.6,275.4,210.4,359.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA21062","TdactyloidesS_mRNA21062",0.001,3.856,6,2,2,2,331,36.2,7.53,5.06,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA21062",NA,NA,0,0,0.596,0.293919327837332,125.3,74.7,108.9,54.27,12.7,12,8,29.8,81.2,350.6,97.5,21.4,24.3,12.3,19.6,10.7,15.1,10.3,46.8,6.7,45.3,26.4,26.3,61,138.8,350.6,102.8,46.4,58.3,26.8,58.8,21,37.6,23.1,76.9,18.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA62092","TdactyloidesS_mRNA62092",0,98.32,34,17,51,9,726,79.9,6.84,173.57,17,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA62092",NA,NA,0,10,1.392,0.294062265525015,83.6,116.4,17.99,22.52,436.9,629.9,441.7,624.8,855,1186.5,1713.3,928.5,843.1,571.8,510.6,1147.5,595.1,926.3,1237.9,887.7,1557.3,1388.3,1452.4,1279.6,1462,1186.5,1805.6,2014.8,2022.3,1245.9,1530.7,2249.6,1482.1,2079,2033.5,2486.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA5004","TdactyloidesS_mRNA5004",0,17.564,24,3,10,1,247,24.7,4.97,34.31,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5004",NA,NA,0,1,0.61,0.294148160916587,124.2,75.8,49.22,26.32,8,9.3,13.4,12.4,36.2,35.3,17.6,7.5,6.5,9.6,6.4,8.1,11.5,6.4,10,0,28.5,20.5,44.1,25.4,61.9,35.3,18.5,16.3,15.6,20.9,19.2,15.9,28.6,14.4,16.4,0,"Not Found","High","High","High","Not Found","Not Found","Not Found","Not Found","Not Found","High","High","High","Not Found","Not Found","Not Found","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA8578","TdactyloidesS_mRNA8578",0,5.036,11,2,2,2,180,19.5,5.47,5.16,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA8578",NA,NA,0,0,0.656,0.294562318223608,120.8,79.2,39.06,27.72,54.3,153.5,93.9,201,109.5,183.1,159.7,73.6,47.7,57.3,34.5,102,50.2,66.9,60,67.6,193.6,338.3,308.8,411.6,187.2,183.1,168.3,159.7,114.4,124.9,103.4,200,125,150.2,98.6,189.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA5288","TdactyloidesS_mRNA5288",0,149.589,49,19,98,9,415,46.2,6.86,362.96,19,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA5288",NA,NA,0,0,0.726,0.295026452695707,115.9,84.1,22.4,17.32,466.1,1096.7,450.4,1405.3,1266.9,2748.4,1954.8,928.2,849.8,604.8,503.2,752.8,763.1,579.6,1146.9,556.6,1661.4,2417.2,1481,2878,2166.3,2748.4,2060.1,2014.1,2038.3,1317.8,1508.6,1475.8,1900.4,1300.9,1884,1559.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA25146","TdactyloidesS_mRNA25146",0,6.15,5,2,2,2,370,40.9,5.1,5.85,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA25146",NA,NA,0,0,1.372,0.295278929165044,84.3,115.7,23.72,23.86,5.6,15.2,7.4,11.8,23.4,32.2,31.1,10.7,9.6,16.9,15,25,11.6,14.5,27.5,14.3,20,33.5,24.3,24.2,40,32.2,32.8,23.2,23,36.8,45,49,28.9,32.5,45.2,40.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA17442","TdactyloidesS_mRNA17442",0,10.474,15,3,3,3,222,24.7,5.72,10.02,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA17442",NA,NA,0,0,1.355,0.295976863763186,84.9,115.1,49.27,146.07,21.4,37.1,16.7,15.7,17.9,15.3,36.6,20.2,13.3,57.4,17.2,23.8,51.2,15.9,384.7,21.5,76.3,81.8,54.9,32.2,30.6,15.3,38.6,43.8,31.9,125.1,51.6,46.7,127.5,35.7,631.9,60.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA26569","TdactyloidesS_mRNA26569",0,26.781,30,6,23,3,208,22.2,4.58,71.93,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA26569",NA,NA,0,2,1.389,0.296334617197323,83.7,116.3,36.52,19.37,212.5,517.1,254.6,817.5,382.5,1050.4,676.8,322.2,377.6,701.2,364.2,550.8,581.6,499.6,753.1,329.4,757.4,1139.7,837.2,1674.2,654.1,1050.4,713.3,699.1,905.7,1527.9,1091.8,1079.8,1448.4,1121.3,1237.1,922.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA65995","TdactyloidesS_mRNA65995",0,53.159,55,7,35,6,177,18.4,5.91,125.36,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA65995",NA,NA,0,1,0.727,0.296488550334537,115.8,84.2,49.33,54.85,214,584.3,236.1,625.2,1178.9,1814,581.6,242.2,161.2,490.7,255.5,433.2,678.2,220.4,417.2,137,762.8,1287.8,776.4,1280.4,2015.9,1814,612.9,525.6,386.7,1069.2,766,849.3,1689,494.7,685.3,383.8,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA10304","TdactyloidesS_mRNA10304",0,35.423,25,8,9,3,452,50.6,7.49,31.61,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA10304",NA,NA,0,4,1.389,0.29689001440002,83.7,116.3,8.66,15.68,134.4,243.3,162.5,241.1,244.5,442.7,433,221.1,271.8,217.5,181.9,360.8,198.5,309.4,421.3,242.8,479.1,536.2,534.3,493.8,418.1,442.7,456.3,479.8,651.9,473.9,545.3,707.3,494.4,694.4,692.1,680.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA63191","TdactyloidesS_mRNA63191",0,25.585,32,3,8,2,148,15.8,5.1,33.31,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA63191",NA,NA,0,0,1.295,0.297028085767151,87.2,112.8,32.4,25.98,46,51.2,50.2,63.5,45.4,87.5,62.6,63.7,63.8,110.2,38,82,49.9,83.3,76.1,63.4,164,112.8,165.1,130,77.6,87.5,66,138.2,153,240.1,113.9,160.8,124.3,187,125,177.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA38018","TdactyloidesS_mRNA38018",0,27.522,32,5,14,5,189,20.9,9.41,49.08,5,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA38018",NA,NA,0,0,0.682,0.297072099157926,118.9,81.1,45.9,47.3,165.9,155.8,141.3,192,156.8,216.6,285.5,42.7,159.3,62.1,74,176.3,82.9,96.4,141.7,17.8,591.3,343.4,464.6,393.2,268.1,216.6,300.9,92.7,382.1,135.3,221.8,345.6,206.5,216.4,232.8,49.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA33952","TdactyloidesS_mRNA33952",0,32.828,37,10,13,10,321,34.6,7.94,38.32,10,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA33952",NA,NA,0,0,0.674,0.297257236530405,119.5,80.5,22.31,26.46,94.3,163.6,124.2,155.3,332.3,438.4,434.5,138.7,120.1,112.2,108,78.4,135.9,116.2,156.3,58.4,336.1,360.6,408.4,318.1,568.2,438.4,457.9,301,288.1,244.5,323.8,153.7,338.4,260.8,256.8,163.6,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA19394","TdactyloidesS_mRNA19394",0,45.903,30,8,17,3,369,41.9,4.49,62.52,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA19394",NA,NA,0,0,0.664,0.297293883195414,120.2,79.8,24.71,42.71,43.7,70.4,37.2,79,131.1,245.6,130.1,76.6,73.7,87.7,30,56.9,40,39.8,49,82.1,155.8,155.2,122.3,161.8,224.2,245.6,137.1,166.2,176.8,191.1,89.9,111.5,99.6,89.3,80.5,230,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA25805","TdactyloidesS_mRNA25805",0,119.914,43,32,41,4,913,99.5,9.04,125.38,32,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA25805",NA,NA,0,14,0.727,0.297710971023597,115.8,84.2,6.31,10.04,325.6,554.6,371.2,609.5,629.7,1095.2,1028.2,500.8,421.9,366,266.7,449.5,291,388.7,500.2,292.1,1160.6,1222.4,1220.6,1248.3,1076.8,1095.2,1083.6,1086.7,1012,797.5,799.5,881.2,724.7,872.4,821.7,818.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA7471","TdactyloidesS_mRNA7471",0,69.748,64,7,43,3,167,18.1,5.58,159.62,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA7471",NA,NA,0,0,1.322,0.297897416170009,86.1,113.9,21.67,15.98,64.2,107.2,79.4,81.4,85.8,148.8,206.2,84.9,92.7,126.3,84.6,119.2,134.9,113.2,196.5,116,228.8,236.3,261.1,166.7,146.7,148.8,217.3,184.2,222.3,275.2,253.6,233.7,336,254.1,322.8,324.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA53455","TdactyloidesS_mRNA53455",0,19.596,45,4,12,3,128,13.3,9.69,47.64,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA53455",NA,NA,0,0,1.319,0.297908448235158,86.2,113.8,36.84,78.31,49.9,102.8,33.4,127,120,137,97.8,47.9,59,121.5,73.3,98.4,302.4,44.9,225.3,46.4,177.9,226.6,109.8,260.1,205.2,137,103.1,103.9,141.5,264.7,219.7,192.9,753.1,100.8,370.1,130,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA14529","TdactyloidesS_mRNA14529",0,41.426,29,8,19,8,387,41.3,5.64,62.71,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA14529",NA,NA,0,0,1.347,0.298242514383958,85.2,114.8,45.52,28.46,84.1,155.9,191.7,125.4,121.7,189,253.3,231.8,137.3,195.3,167.2,313.8,114.7,152,197.1,191.3,299.8,343.6,630.4,256.8,208.1,189,266.9,503,329.3,425.5,501.3,615.2,285.7,341.2,323.8,535.9,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA39208","TdactyloidesS_mRNA39208",0,7.472,5,3,3,3,624,66,6.44,7.81,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA39208",NA,NA,0,0,0.607,0.298503951497779,124.5,75.5,53.03,16.02,12.1,15.4,10.6,19.6,66.8,63.3,48.7,14.7,13,10.4,9.4,15.1,7.8,9.8,16.1,8.6,43.1,33.9,34.9,40.1,114.2,63.3,51.3,31.9,31.2,22.7,28.2,29.6,19.4,22,26.4,24.1,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA7628","TdactyloidesS_mRNA7628",0,26.742,36,6,18,4,226,25.7,6.9,55.6,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA7628",NA,NA,0,0,1.333,0.298693167246066,85.7,114.3,32.37,18.03,18.2,43.9,39.6,30.6,30.7,60.3,81,46,31.9,47.1,39.4,56.3,38.5,40.4,44.9,43.2,64.9,96.8,130.2,62.7,52.5,60.3,85.4,99.8,76.5,102.6,118.1,110.4,95.9,90.7,73.8,121,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA65188","TdactyloidesS_mRNA65188",0,38.77,24,6,12,2,384,43.2,5.74,42.4,6,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA65188",NA,NA,0,1,1.293,0.298953372016579,87.2,112.8,26.87,27.92,33.3,54.2,50,37.3,56.1,88.7,132.2,73.1,64,63.9,47,121.4,41,91.9,94,79.8,118.7,119.5,164.4,76.4,95.9,88.7,139.3,158.6,153.5,139.2,140.9,238,102.1,206.3,154.4,223.5,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA7979","TdactyloidesS_mRNA7979",0,33.706,27,7,15,2,353,37,6.29,52.79,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA7979",NA,NA,0,0,1.374,0.299141180794538,84.3,115.7,17.46,27.26,6.8,17.9,9,20.8,17.6,32.4,34.6,15.7,12.8,23.1,19.6,18.8,24,12.2,29.2,15.5,24.2,39.5,29.6,42.6,30.1,32.4,36.5,34.1,30.7,50.3,58.8,36.9,59.8,27.4,48,43.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA37340","TdactyloidesS_mRNA37340",0,7.973,4,2,3,2,579,64.1,9.06,8.92,2,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA37340",NA,NA,0,0,0.611,0.299508599619732,124.2,75.8,27.74,21.08,10.6,16.4,14.1,15.9,25.9,23,45.8,28,10.7,16.7,10.5,11.2,9.6,8.6,14.8,10.8,37.8,36.1,46.4,32.6,44.3,23,48.3,60.8,25.7,36.4,31.5,22,23.9,19.3,24.3,30.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA18625","TdactyloidesS_mRNA18625",0,123.832,76,13,97,8,237,25.2,5.63,373.36,13,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA18625",NA,NA,0,5,1.386,0.299728226042992,83.8,116.2,11.42,14.82,544.5,816.8,566.9,867,1032.4,1422.9,1442.3,682,1015.5,1226.3,825,1450.7,1017.1,894,1153.3,712.8,1940.8,1800.3,1864.1,1775.6,1765.3,1422.9,1520,1479.9,2435.8,2672,2473.3,2844,2533,2006.5,1894.5,1996.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA41618","TdactyloidesS_mRNA41618",0,35.605,27,7,13,7,485,49.9,8.35,53.46,7,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA41618",NA,NA,0,0,1.335,0.299817047595195,85.7,114.3,80.25,63.18,10.1,74.4,15.8,122.6,59.5,80.5,30,21.5,38,116.6,56.7,41.7,42.8,22.8,38.4,21.5,36,164,52,251.1,101.7,80.5,31.6,46.7,91.1,254.1,170,81.8,106.6,51.2,63.1,60.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA17747","TdactyloidesS_mRNA17747",0,8.105,8,3,4,3,342,38,11.25,13.03,3,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA17747",NA,NA,0,0,1.33,0.300379341770165,85.8,114.2,32.55,18.86,30.7,29.3,25.4,28.5,90.7,103.4,105.5,36.7,56,41.3,50,50.6,48.9,55.9,97.3,42,109.4,64.6,83.5,58.4,155.1,103.4,111.2,79.6,134.3,90,149.9,99.2,121.8,125.5,159.8,117.7,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA51809","TdactyloidesS_mRNA51809",0,13.009,15,4,4,1,350,39.3,5.96,13.54,4,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA51809",NA,NA,0,1,1.328,0.300814548672008,85.9,114.1,70.85,60.67,39.2,35.1,96.1,45.2,49.4,67.2,109.6,26,91.1,43.7,100.6,89.5,35.5,61.1,61.2,9.4,139.7,77.4,316,92.6,84.5,67.2,115.5,56.4,218.5,95.2,301.6,175.5,88.4,137.1,100.5,26.3,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","Not Found",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA1161","TdactyloidesS_mRNA1161",0,141.023,45,15,48,14,573,60.7,7.55,184.72,15,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA1161",NA,NA,0,1,0.729,0.301106988881611,115.7,84.3,42.25,33.83,201.2,174.4,207.4,283.1,896.4,1111.9,1162.3,427.4,324,119.4,129.9,245.5,236.5,378,370.6,214.2,717.2,384.4,682,579.8,1532.8,1111.9,1224.9,927.4,777.1,260.2,389.4,481.3,589,848.4,608.8,600,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA47068","TdactyloidesS_mRNA47068",0,27.426,22,9,9,9,632,65.7,6.06,30.54,9,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA47068",NA,NA,0,0,0.603,0.301520384057316,124.8,75.2,58.83,33.41,11.8,16,10.9,15.8,48.5,133.8,45.6,27.8,13.9,6.3,0,10.9,6.4,15.8,16.5,10.5,42.1,35.3,35.8,32.4,82.9,133.8,48.1,60.3,33.3,13.7,0,21.4,15.9,35.5,27.1,29.4,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA10457","TdactyloidesS_mRNA10457",0,200.719,38,33,64,33,1011,110.8,5.54,219.21,33,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA10457",NA,NA,0,0,1.385,0.301544633340691,83.9,116.1,32.75,11.46,608.3,696.8,649.7,608.8,697.3,1119,1339.5,1193.3,787.9,1026.8,715.9,987.9,745.3,995,1079.5,876.4,2168.3,1535.8,2136.4,1246.8,1192.3,1119,1411.6,2589.4,1889.9,2237.3,2146.2,1936.7,1856.1,2233.2,1773.3,2455,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
TRUE,"High","Master Protein","TdactyloidesS_mRNA36639","TdactyloidesS_mRNA36639",0,59.876,30,8,18,7,458,47.8,7.87,71.14,8,NA,NA,NA,NA,NA,"TdactyloidesS_mRNA36639",NA,NA,0,0,0.665,0.301663874624071,120.1,79.9,24.91,20.3,53.4,104.3,45,123.7,166.3,282.8,175,72.9,57.3,86.9,50.6,57,68.3,48.4,85.8,42.2,190.3,229.9,148,253.3,284.4,282.8,184.4,158.2,137.4,189.3,151.7,111.7,170.1,108.6,140.9,118.2,"High","High","High","High","High","High","High","High","High","High","High","High","High","High","High","High",1,NA
